Part.Number,Part.Number.Start,Part,Subpart,Part.Number.End,Change,Page,FedReg_Number,Year,Action
215.6,215.6,215,6,NA,Regulation at 57 FR 21207 republished,22426,57,1992,Other
215.7,215.7,215,7,NA,Redesignated as 215.8; new 215.7 redesignated from 215.6,21207,57,1992,Addition
215.7,215.7,215,7,NA,Regulation at 57 FR 21207 republished,22426,57,1992,Other
215.8,215.8,215,8,NA,Footnote 6 redesignated as footnote 5,21205,57,1992,Addition
215.8,215.8,215,8,NA,Redesignated as 215.9; new 215.8 redesignated from 215.7,21207,57,1992,Addition
215.8,215.8,215,8,NA,Regulations at 57 FR 21205 and 21207 republished,"22424, 22426",57,1992,Other
215.9,215.9,215,9,NA,Footnote 7 redesignated as footnote 6,21205,57,1992,Addition
215.9,215.9,215,9,NA,Redesignated as 215.10; new 215.9 redesignated from 215.8,21207,57,1992,Addition
215.9,215.9,215,9,NA,Regulations at 57 FR 21205 and 21207 republished,"22424, 22426",57,1992,Other
216,216,216,NA,NA,Added,"35206, 35206",65,2000,Addition
216,216,216,NA,NA,Heading revised,50512,58,1993,Modification
216,216,216,NA,NA,Removed,37665,63,1998,Deletion
216,216,216,NA,NA,Revised,13071,56,1991,Modification
217,217,217,NA,NA,Authority citation revised,9637,51,1986,Modification
217,217,217,NA,NA,Heading and authority citation revised,43336,57,1992,Modification
217,217,217,NA,NA,Heading revised,50512,58,1993,Modification
217,217,217,NA,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.0,217.0,217,0,NA,Redesignated as 217.1 and revised,9637,51,1986,Addition
217.1,217.1,217,1,NA,(a) and (b) revised; eff. 3-21-93,43336,57,1992,Modification
217.1,217.1,217,1,NA,Redesignated as 217.2; new 217.1 redesignated from 217.0 and revised,9637,51,1986,Addition
217.1,217.1,217,1,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.101,217.101,217,101,NA,Redesignated from 217.302; eff. 3-21-93,43336,57,1992,Addition
217.101,217.101,217,101,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.101,217.101,217,101,NA,Removed,47698,52,1987,Deletion
217.101(a)(1),217.101(a)(1),217,101(a)(1),NA,Amended; (b) added,26737,62,1997,Addition
217.103,217.103,217,103,NA,Removed,47698,52,1987,Deletion
217.105 - 217.112,217.105 ,217,105 , 217.112,Removed,47698,52,1987,Deletion
217.113,217.113,217,113,NA,Redesignated as 217.601,47698,52,1987,Addition
217.114 - 217.121,217.114 ,217,114 , 217.121,Removed,47698,52,1987,Deletion
217.124,217.124,217,124,NA,Removed,47698,52,1987,Deletion
217.126,217.126,217,126,NA,Redesignated as 204.125 and revised,47695,52,1987,Addition
217.131 - 217.133,217.131 ,217,131 , 217.133,Removed,47698,52,1987,Deletion
217.134,217.134,217,134,NA,Redesignated as 217.301 and revised,47698,52,1987,Addition
217.135 - 217.136,217.135 ,217,135 , 217.136,Removed,47698,52,1987,Deletion
217.137,217.137,217,137,NA,Redesignated as 204.126 and revised,47695,52,1987,Addition
217.138,217.138,217,138,NA,Redesignated as 204.127 and revised,47695,52,1987,Addition
217.139 - 217.141,217.139 ,217,139 , 217.141,Removed,47698,52,1987,Deletion
217.144,217.144,217,144,NA,Removed,47698,52,1987,Deletion
217.146,217.146,217,146,NA,Redesignated as 204.128 and revised,47696,52,1987,Addition
217.147,217.147,217,147,NA,Redesignated as 217.302 and revised,47698,52,1987,Addition
217.148,217.148,217,148,NA,Redesignated as 217.602,47698,52,1987,Addition
217.150,217.150,217,150,NA,Removed,47698,52,1987,Deletion
217.151,217.151,217,151,NA,Redesignated as 217.603,47698,52,1987,Addition
217.152,217.152,217,152,NA,Removed,47698,52,1987,Deletion
217.153,217.153,217,153,NA,Redesignated as 204.129 and revised,47696,52,1987,Addition
217.155 - 217.156,217.155 ,217,155 , 217.156,Removed,47698,52,1987,Deletion
217.157,217.157,217,157,NA,Redesignated as 204.130 and revised,47696,52,1987,Addition
217.158,217.158,217,158,NA,Removed,47698,52,1987,Deletion
217.159,217.159,217,159,NA,Redesignated as 204.131 and revised,47697,52,1987,Addition
217.160,217.160,217,160,NA,Removed,47698,52,1987,Deletion
217.161,217.161,217,161,NA,Redesignated as 217.201 and revised,47699,52,1987,Addition
217.2,217.2,217,2,NA,Redesignated as 217.3; new 217.2 redesignated from 217.1,9637,51,1986,Addition
217.2,217.2,217,2,NA,Revised,9638,51,1986,Modification
217.201,217.201,217,201,NA,Redesignated from 217.161 and revised,47699,52,1987,Addition
217.201,217.201,217,201,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.201,217.201,217,201,NA,Removed; eff. 3-21-93,43336,57,1992,Deletion
217.3,217.3,217,3,NA,Removed; new 217.3 redesignated from 217.2,9637,51,1986,Deletion
217.3,217.3,217,3,NA,Revised,9638,51,1986,Modification
217.301,217.301,217,301,NA,Redesignated from 217.134 and revised,47698,52,1987,Addition
217.301,217.301,217,301,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.301,217.301,217,301,NA,Removed; eff. 3-21-93,43336,57,1992,Deletion
217.302,217.302,217,302,NA,Redesignated as 217.101; eff. 3-21-93,43336,57,1992,Addition
217.302,217.302,217,302,NA,Redesignated from 217.147 and revised,47698,52,1987,Addition
217.302,217.302,217,302,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.4,217.4,217,4,NA,(d) temporarily suspended in part,8478,51,1986,Other
217.4,217.4,217,4,NA,Added,9638,51,1986,Addition
217.4,217.4,217,4,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.4,217.4,217,4,NA,Removed,9637,51,1986,Deletion
217.4,217.4,217,4,NA,Removed; eff. 3-21-93,43336,57,1992,Deletion
217.5,217.5,217,5,NA,Removed,9637,51,1986,Deletion
217.6,217.6,217,6,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.6,217.6,217,6,NA,Removed; eff. 3-21-93,43336,57,1992,Deletion
217.601,217.601,217,601,NA,Redesignated from 217.113,47698,52,1987,Addition
217.601,217.601,217,601,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.601,217.601,217,601,NA,Removed; eff. 3-21-93,43336,57,1992,Deletion
217.602,217.602,217,602,NA,Redesignated from 217.148,47698,52,1987,Addition
217.602,217.602,217,602,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.602,217.602,217,602,NA,Removed; eff. 3-21-93,43336,57,1992,Deletion
217.603,217.603,217,603,NA,Redesignated from 217.151,47698,52,1987,Addition
217.603,217.603,217,603,NA,Regulation at 57 FR 43336 eff. date delayed to 6-21-93,15076,58,1993,Other
217.603,217.603,217,603,NA,Removed; eff. 3-21-93,43336,57,1992,Deletion
217.7,217.7,217,7,NA,Removed,9637,51,1986,Deletion
218,218,218,NA,NA,Heading revised,50512,58,1993,Modification
218,218,218,NA,NA,Removed,57289,61,1996,Deletion
218.101,218.101,218,101,NA,Redesignated as 250.400,57289,61,1996,Addition
218.102,218.102,218,102,NA,Redesignated as 250.401,57289,61,1996,Addition
218.103,218.103,218,103,NA,Redesignated as 250.402,57289,61,1996,Addition
218.104,218.104,218,104,NA,Redesignated as 250.403,57289,61,1996,Addition
218.105,218.105,218,105,NA,Redesignated as 250.404,57289,61,1996,Addition
218.106,218.106,218,106,NA,Redesignated as 250.405,57289,61,1996,Addition
218.107,218.107,218,107,NA,Redesignated as 250.406,57289,61,1996,Addition
218.108,218.108,218,108,NA,Redesignated as 250.407,57289,61,1996,Addition
218.109,218.109,218,109,NA,Redesignated as 250.408,57289,61,1996,Addition
218.110,218.110,218,110,NA,Redesignated as 250.409,57289,61,1996,Addition
218.111,218.111,218,111,NA,Redesignated as 250.410,57289,61,1996,Addition
218.112,218.112,218,112,NA,Redesignated as 250.411,57289,61,1996,Addition
218.113,218.113,218,113,NA,Redesignated as 250.412,57289,61,1996,Addition
218.114,218.114,218,114,NA,Removed,57289,61,1996,Deletion
219,219,219,NA,NA,Heading and revised,233,60,1995,Modification
219,219,219,NA,NA,Heading revised,50512,58,1993,Modification
219,219,219,NA,NA,Regulation at 60 FR 233 eff. date delayed to 4-1-96,"44144, 44144, 44144, 44144, 44144",60,1995,Other
219,219,219,NA,NA,Regulation at 60 FR 233 eff. date delayed to 5-28-96,14382,61,1996,Other
219.1,219.1,219,1,NA,Regulation at 60 FR 233 eff. date delayed to 5-28-96,14382,61,1996,Other
219.1,219.1,219,1,NA,Revised,233,60,1995,Modification
219.1-219.7 (Subpart A),219.1,219,1,219.7 (Subpart A),Regulation at 60 FR 233 eff. date delayed to 5-28-96,14382,61,1996,Other
219.1—219.7,219.1—219.7,219,1—219,NA,Designated as Subpart A; heading added,233,60,1995,Addition
219.2,219.2,219,2,NA,Introductory text revised,233,60,1995,Modification
219.2,219.2,219,2,NA,Regulation at 60 FR 233 eff. date delayed to 5-28-96,14382,61,1996,Other
219.2,219.2,219,2,NA,Revised,29640,61,1996,Modification
219.21,219.21,219,21,NA,Amended,58975,61,1996,Modification
219.21,219.21,219,21,NA,Authority citation revised,58975,61,1996,Modification
219.21-219.24 (Subpart B),219.21,219,21,219.24 (Subpart B),Regulation at 60 FR 233 eff. date delayed to 5-28-96,14382,61,1996,Other
219.21—219.24 (Subpart B),219.21—219.24 (Subpart B),219,21—219,NA,Added,233,60,1995,Addition
219.3,219.3,219,3,NA,Revised,29640,61,1996,Modification
219.4,219.4,219,4,NA,Revised,29640,61,1996,Modification
219.5,219.5,219,5,NA,Revised,29641,61,1996,Modification
219.6,219.6,219,6,NA,(b) corrected,32317,61,1996,Modification
219.6,219.6,219,6,NA,Revised,29641,61,1996,Modification
219.7,219.7,219,7,NA,Removed,29641,61,1996,Deletion
220,220,220,NA,NA,Authority citation revised,53567,59,1994,Modification
220,220,220,NA,NA,Authority citation revised,60167,61,1996,Modification
220,220,220,NA,NA,Heading revised,50512,58,1993,Modification
220,220,220,NA,NA,OTC margin stock list,"3939, 15757, 27519, 39643",51,1986,Other
220,220,220,NA,NA,OTC margin stock list,"3218, 15941, 28538, 41963",52,1987,Other
220,220,220,NA,NA,OTC margin stock list,"2999, 15195, 28189, 43679",53,1988,Other
220,220,220,NA,NA,OTC margin stock list,"4254, 16357, 31647, 43952",54,1989,Other
220,220,220,NA,NA,OTC margin stock list,"2631, 18591, 31367, 46040",55,1990,Other
220,220,220,NA,NA,OTC margin stock list,"3773, 19548, 35805, 55442",56,1991,Other
220,220,220,NA,NA,OTC margin stock list,"2997, 15220, 33101, 48939",57,1992,Other
220,220,220,NA,NA,OTC margin stock list,"6602, 25543, 39640, 54929",58,1993,Other
220,220,220,NA,NA,OTC margin stock list at 53 FR 15195 corrected,17689,53,1988,Modification
220,220,220,NA,NA,OTC margin stock lists,"4549, 23124, 37651, 54381",59,1994,Other
220,220,220,NA,NA,OTC margin stock lists,"5845, 20005, 38948, 55184",60,1995,Other
220,220,220,NA,NA,OTC margin stock lists,"2667, 18495, 39556, 55555",61,1996,Other
220,220,220,NA,NA,OTC margin stock lists,"3773, 22881, 40257, 55495",62,1997,Other
220,220,220,NA,NA,OTC margin stock lists,"3804, 23195, 40012, 57237",63,1998,Other
220,220,220,NA,NA,OTC margin stock lists,"8711, 46559",64,1999,Other
220,220,220,NA,NA,OTC margin stock lists,"9207, 51519",65,2000,Other
220.1,220.1,220,1,NA,(b)(1) amended; (b)(3) added,53567,59,1994,Addition
220.1,220.1,220,1,NA,Revised,20390,61,1996,Modification
220.1,220.1,220,1,NA,Revised,2820,63,1998,Modification
220.10,220.10,220,10,NA,Revised,20395,61,1996,Modification
220.10,220.10,220,10,NA,Revised,2826,63,1998,Modification
220.106,220.106,220,106,NA,Removed,20398,61,1996,Deletion
220.107,220.107,220,107,NA,Removed,20398,61,1996,Deletion
220.109,220.109,220,109,NA,Removed,20398,61,1996,Deletion
220.11,220.11,220,11,NA,Revised,20395,61,1996,Modification
220.11,220.11,220,11,NA,Revised,2826,63,1998,Modification
220.112,220.112,220,112,NA,Removed,20398,61,1996,Deletion
220.114,220.114,220,114,NA,Removed,20398,61,1996,Deletion
220.115,220.115,220,115,NA,Removed,20398,61,1996,Deletion
220.116,220.116,220,116,NA,Removed,20398,61,1996,Deletion
220.12,220.12,220,12,NA,Removed,20398,61,1996,Deletion
220.12,220.12,220,12,NA,Revised,20395,61,1996,Modification
220.12,220.12,220,12,NA,Revised,2827,63,1998,Modification
220.125,220.125,220,125,NA,Removed,20398,61,1996,Deletion
220.126,220.126,220,126,NA,Removed,2827,63,1998,Deletion
220.129,220.129,220,129,NA,Removed,20398,61,1996,Deletion
220.13,220.13,220,13,NA,"(a), (b) and (c) amended; (d) added",11160,55,1990,Addition
220.13,220.13,220,13,NA,Removed,20398,61,1996,Deletion
220.13,220.13,220,13,NA,Removed,2827,63,1998,Deletion
220.13,220.13,220,13,NA,Revised,20396,61,1996,Modification
220.131,220.131,220,131,NA,Added,29566,55,1990,Addition
220.132,220.132,220,132,NA,Added,60167,61,1996,Addition
220.14,220.14,220,14,NA,Heading and (b) revised,46112,56,1991,Modification
220.14,220.14,220,14,NA,Removed,2827,63,1998,Deletion
220.14,220.14,220,14,NA,Revised,20396,61,1996,Modification
220.15,220.15,220,15,NA,Removed,2827,63,1998,Deletion
220.15,220.15,220,15,NA,Revised,20396,61,1996,Modification
220.16,220.16,220,16,NA,Removed,2827,63,1998,Deletion
220.16,220.16,220,16,NA,Revised,20396,61,1996,Modification
220.17,220.17,220,17,NA,"(a) and (b) amended; (c), (d), and (e) redesignated as (e), (f), and (g); Heading, (a) heading, (b) heading, new (e), (f), and (g) revised; new (c) and (d) added",11160,55,1990,Addition
220.17,220.17,220,17,NA,Removed,2827,63,1998,Deletion
220.17,220.17,220,17,NA,Revised,20397,61,1996,Modification
220.18,220.18,220,18,NA,(a) and (b) amended,11160,55,1990,Modification
220.18,220.18,220,18,NA,Redesignated as 220.19; new 220.18 added,53568,59,1994,Addition
220.18,220.18,220,18,NA,Removed,2827,63,1998,Deletion
220.18,220.18,220,18,NA,Revised,20397,61,1996,Modification
220.19,220.19,220,19,NA,Redesignated from 220.18,53568,59,1994,Addition
220.19,220.19,220,19,NA,Removed,20398,61,1996,Deletion
220.2,220.2,220,2,NA,(h) revised; (w) through (aa) redesignated as (x) through (bb); new (w) added,53567,59,1994,Addition
220.2,220.2,220,2,NA,"(i) through (y) redesignated as (k) through (aa); new (q)(4), (5), (t)(3), (4)(iii) amended; new (i), (j), (q)(6) and (t)(5) added",11159,55,1990,Addition
220.2,220.2,220,2,NA,(r) introductory text republished; (r)(4) added,30831,53,1988,Addition
220.2,220.2,220,2,NA,(r)(2)(iii) amended; (r)(3) added; (r) introductory text republished,32292,52,1987,Addition
220.2,220.2,220,2,NA,Revised,20390,61,1996,Modification
220.2,220.2,220,2,NA,Revised,2821,63,1998,Modification
220.3,220.3,220,3,NA,(e)(4) added; eff. 1-25-88,48805,52,1987,Addition
220.3,220.3,220,3,NA,Revised,20392,61,1996,Modification
220.3,220.3,220,3,NA,Revised,2822,63,1998,Modification
220.4,220.4,220,4,NA,(c)(1) amended,11159,55,1990,Modification
220.4,220.4,220,4,NA,(c)(3) revised; (d) amended,53568,59,1994,Modification
220.4,220.4,220,4,NA,Revised,20392,61,1996,Modification
220.4,220.4,220,4,NA,Revised,2823,63,1998,Modification
220.5,220.5,220,5,NA,(g) added,11159,55,1990,Addition
220.5,220.5,220,5,NA,Revised,20394,61,1996,Modification
220.5,220.5,220,5,NA,Revised,2824,63,1998,Modification
220.6,220.6,220,6,NA,Revised,20394,61,1996,Modification
220.6,220.6,220,6,NA,Revised,2824,63,1998,Modification
220.7,220.7,220,7,NA,Revised,20394,61,1996,Modification
220.7,220.7,220,7,NA,Revised,2824,63,1998,Modification
220.8,220.8,220,8,NA,(b)(1) introductory text revised; (b)(1)(i) through (iv); (c) redesignated as (b)(1)(i)(A) through (iv)(3); new (b)(1)(i) and (ii) added,11159,55,1990,Addition
220.8,220.8,220,8,NA,"(b)(4) amended; (b)(1)(i) introductory text, (ii), (3), (c)(2)(i) and (d) revised",53568,59,1994,Modification
220.8,220.8,220,8,NA,Revised,20394,61,1996,Modification
220.8,220.8,220,8,NA,Revised,2825,63,1998,Modification
220.9,220.9,220,9,NA,Revised,20395,61,1996,Modification
220.9,220.9,220,9,NA,Revised,2826,63,1998,Modification
221,221,221,NA,NA,Authority citation revised,60167,61,1996,Modification
221,221,221,NA,NA,Heading revised,50512,58,1993,Modification
221,221,221,NA,NA,OTC margin stock list,"3939, 15757, 27519, 39643",51,1986,Other
221,221,221,NA,NA,OTC margin stock list,"3218, 15941, 28538, 41963",52,1987,Other
221,221,221,NA,NA,OTC margin stock list,"2999, 15195, 28189, 43679",53,1988,Other
221,221,221,NA,NA,OTC margin stock list,"4254, 16357, 31647, 43952",54,1989,Other
221,221,221,NA,NA,OTC margin stock list,"2631, 18591, 31367, 46040",55,1990,Other
221,221,221,NA,NA,OTC margin stock list,"3773, 19548, 35805, 55442",56,1991,Other
221,221,221,NA,NA,OTC margin stock list,"2997, 15220, 33101, 48939",57,1992,Other
221,221,221,NA,NA,OTC margin stock list,"6602, 25543, 39640, 54929",58,1993,Other
221,221,221,NA,NA,OTC margin stock list at 53 FR 15195 corrected,17689,53,1988,Modification
221,221,221,NA,NA,OTC margin stock lists,"4549, 23124, 37651, 54381",59,1994,Other
221,221,221,NA,NA,OTC margin stock lists,"5845, 20005, 38948, 55184",60,1995,Other
221,221,221,NA,NA,OTC margin stock lists,"2667, 18495, 39556, 55555",61,1996,Other
221,221,221,NA,NA,OTC margin stock lists,"3773, 22881, 40257, 55495",62,1997,Other
221,221,221,NA,NA,OTC margin stock lists,3804,63,1998,Other
221,221,221,NA,NA,Revised,2827,63,1998,Modification
221.124,221.124,221,124,NA,Added,46228,56,1991,Addition
221.125,221.125,221,125,NA,Added,60167,61,1996,Addition
221.3,221.3,221,3,NA,(b) revised; (c)(i) and (ii) redesignated as (c)(1) and (2); new (c)(1) revised,35683,52,1987,Addition
221.3,221.3,221,3,NA,(i)(1)(i) correctly designated,66120,56,1991,Addition
221.3,221.3,221,3,NA,"(i)(1)(i), (ii) and (3) revised",46111,56,1991,Modification
224,224,224,NA,NA,Authority citation revised,2839,63,1998,Modification
224,224,224,NA,NA,Heading revised,50512,58,1993,Modification
224,224,224,NA,NA,OTC margin stock list,"3939, 15757, 27519, 39643",51,1986,Other
224,224,224,NA,NA,OTC margin stock list,"3218, 15941, 28538, 41963",52,1987,Other
224,224,224,NA,NA,OTC margin stock list,"2999, 15195, 28189, 43679",53,1988,Other
224,224,224,NA,NA,OTC margin stock list,"4254, 16357, 31647, 43952",54,1989,Other
224,224,224,NA,NA,OTC margin stock list,"2631, 18591, 31367, 46040",55,1990,Other
224,224,224,NA,NA,OTC margin stock list,"3773, 19548, 35805, 55442",56,1991,Other
224,224,224,NA,NA,OTC margin stock list,"2997, 15220, 33101, 48939",57,1992,Other
224,224,224,NA,NA,OTC margin stock list,"6602, 25543, 39640, 54929",58,1993,Other
224,224,224,NA,NA,OTC margin stock list at 53 FR 15195 corrected,17689,53,1988,Modification
224,224,224,NA,NA,OTC margin stock lists,"4549, 23124, 37651, 54381",59,1994,Other
224,224,224,NA,NA,OTC margin stock lists,"5845, 20005, 38948, 55184",60,1995,Other
224,224,224,NA,NA,OTC margin stock lists,"2667, 18495, 39556, 55555",61,1996,Other
224,224,224,NA,NA,OTC margin stock lists,"3773, 22881, 40257, 55495",62,1997,Other
224,224,224,NA,NA,OTC margin stock lists,"3804, 23195, 40012, 57237",63,1998,Other
224.1,224.1,224,1,NA,(a) and (b)(1) amended,2839,63,1998,Modification
224.2,224.2,224,2,NA,Introductory text amended,2839,63,1998,Modification
224.3,224.3,224,3,NA,Revised,2839,63,1998,Modification
225,225,225,NA,NA,Appendix A added; interim; eff. 1-30-91,"53617, 53612",55,1990,Addition
225,225,225,NA,NA,Appendix A amended,40969,51,1986,Modification
225,225,225,NA,NA,Appendix A amended,32832,55,1990,Modification
225,225,225,NA,NA,Appendix A amended,51156,56,1991,Modification
225,225,225,NA,NA,Appendix A amended,"2012, 43890, 60720, 62180, 62182",57,1992,Modification
225,225,225,NA,NA,Appendix A amended,"7980, 68739",58,1993,Modification
225,225,225,NA,NA,Appendix A amended,"62993, 63244",59,1994,Modification
225,225,225,NA,NA,Appendix A amended,"8181, 45616, 46179, 46181",60,1995,Modification
225,225,225,NA,NA,Appendix A amended,47372,61,1996,Modification
225,225,225,NA,NA,Appendix A amended,"46522, 58621",63,1998,Modification
225,225,225,NA,NA,Appendix A amended,10203,64,1999,Modification
225,225,225,NA,NA,Appendix A amended; Appendix D revised; eff. 4-1-95,65926,59,1994,Modification
225,225,225,NA,NA,Appendix A amended; eff. 4-1-96,66045,60,1995,Modification
225,225,225,NA,NA,Appendix A amended; interim,39230,60,1995,Modification
225,225,225,NA,NA,Appendix A redesignated as Appendix B and amended; new Appendix A added,4209,54,1989,Addition
225,225,225,NA,NA,Appendix B amended,32832,55,1990,Modification
225,225,225,NA,NA,Appendix B amended,474,58,1993,Modification
225,225,225,NA,NA,Appendix B redesignated as Appendix C,4209,54,1989,Addition
225,225,225,NA,NA,Appendix C revised,9343,62,1997,Modification
225,225,225,NA,NA,Appendix D added,32832,55,1990,Addition
225,225,225,NA,NA,Appendix D amended,2013,57,1992,Modification
225,225,225,NA,NA,Appendix D amended,30370,63,1998,Modification
225,225,225,NA,NA,Appendix E added,47373,61,1996,Addition
225,225,225,NA,NA,Appendix E amended; interim; eff. 1-4-01,75859,65,2000,Modification
225,225,225,NA,NA,Appendix E heading revised; amended; interim,68068,62,1997,Modification
225,225,225,NA,NA,Appendixes A and D amended,7981,58,1993,Modification
225,225,225,NA,NA,Appendixes A and D amended,42676,63,1998,Modification
225,225,225,NA,NA,Appendixes A and D amended; interim,39231,60,1995,Modification
225,225,225,NA,NA,Appendixes heading revised,37744,53,1988,Modification
225,225,225,NA,NA,Authority citation revised,36211,51,1986,Modification
225,225,225,NA,NA,Authority citation revised,"6790, 27771, 47743",55,1990,Modification
225,225,225,NA,NA,Authority citation revised,"21207, 22426, 43890, 60720, 62180",57,1992,Modification
225,225,225,NA,NA,Authority citation revised,"4074, 7980, 47209",58,1993,Modification
225,225,225,NA,NA,Authority citation revised,"22968, 29500, 62993, 63244, 65474",59,1994,Modification
225,225,225,NA,NA,Authority citation revised,"30370, 46522",63,1998,Modification
225,225,225,NA,NA,Authority citation revised,"14438, 16472",65,2000,Modification
225,225,225,NA,NA,Corrected,12531,54,1989,Modification
225,225,225,NA,NA,Footnotes 3 through 15 redesignated as footnotes 4 through 16; (b)(4)(iv) amended; (b)(4)(v) and (15) revised; (b)(4)(vi) added,41387,57,1992,Addition
225,225,225,NA,NA,Heading corrected,1229,56,1991,Modification
225,225,225,NA,NA,Heading revised,50512,58,1993,Modification
225,225,225,NA,NA,Regulation at 57 FR 21207 republished,22426,57,1992,Other
225,225,225,NA,NA,Regulation at 57 FR 62180 confirmed,28492,58,1993,Other
225,225,225,NA,NA,Statement and order,"6531, 40202",59,1994,Other
225,225,225,NA,NA,Technical correction,48571,63,1998,Modification
225,225,225,NA,NA,Technical correction,16302,65,2000,Modification
225,225,225,NA,NA,Temporary exceptions,54173,57,1992,Other
225,225,225,NA,NA,Temporary exceptions,42640,58,1993,Other
225.1,225.1,225,1,NA,(c)(9) through (13) redesignated as (c)(11) through (15); new (c)(10) added; interim,16472,65,2000,Addition
225.11,225.11,225,11,NA,(f) added; interim,13001,57,1992,Addition
225.11,225.11,225,11,NA,(f) revised,6362,58,1993,Modification
225.11,225.11,225,11,NA,Introductory text revised; interim,54808,59,1994,Modification
225.11—225.17 (Subpart B),225.11—225.17 (Subpart B),225,11—225,NA,Revised,9324,62,1997,Modification
225.12,225.12,225,12,NA,"(d) introductory text, (1) and (2) redesignated as (d)(1) introductory text, (i) and (ii); (d)(2) added",28778,57,1992,Addition
225.12,225.12,225,12,NA,(f) added; interim,13001,57,1992,Addition
225.12,225.12,225,12,NA,(f) revised,6362,58,1993,Modification
225.123,225.123,225,123,NA,(e)(4) removed,45161,52,1987,Deletion
225.125,225.125,225,125,NA,(f) and (g) revised,9343,62,1997,Modification
225.125,225.125,225,125,NA,(g) revised,45875,61,1996,Modification
225.125,225.125,225,125,NA,(h) revised,30391,57,1992,Modification
225.126,225.126,225,126,NA,(h) removed,37302,54,1989,Deletion
225.127,225.127,225,127,NA,"(a) through (d) amended; (f), (g) and (h) added; eff. 1-9-95",63713,59,1994,Addition
225.128,225.128,225,128,NA,Removed,36212,51,1986,Deletion
225.13,225.13,225,13,NA,(a) and (b)(2) revised,474,58,1993,Modification
225.13,225.13,225,13,NA,(a) introductory text and (b)(2) revised; (b)(4) and (5) added; interim,13003,57,1992,Addition
225.132,225.132,225,132,NA,(c)(2) amended,28779,57,1992,Modification
225.135,225.135,225,135,NA,Removed,36212,51,1986,Deletion
225.14,225.14,225,14,NA,(b)(3) added,41642,57,1992,Addition
225.14,225.14,225,14,NA,(i) revised; interim,54808,59,1994,Modification
225.144,225.144,225,144,NA,Removed,9973,57,1992,Deletion
225.145,225.145,225,145,NA,(a) amended,9343,62,1997,Modification
225.145,225.145,225,145,NA,Added,37746,53,1988,Addition
225.15,225.15,225,15,NA,Added; interim,54808,59,1994,Addition
225.170—225.175 (Subpart J),225.170—225.175 (Subpart J),225,170—225,NA,Added; interim,16472,65,2000,Addition
225.1—225.7 (Subpart A),225.1—225.7 (Subpart A),225,1—225,NA,Revised,9319,62,1997,Modification
225.2,225.2,225,2,NA,(a) through (l) redesignated as (b) through (g) and (i) through (n); new (a) and (h) added; new (b) revised,37744,53,1988,Addition
225.2,225.2,225,2,NA,(g) through (o) redesignated as (h) through (p); new (g) added,41387,57,1992,Addition
225.2,225.2,225,2,NA,(k) and (l) revised,4074,58,1993,Modification
225.2,225.2,225,2,NA,(k) revised,473,58,1993,Modification
225.2,225.2,225,2,NA,(l) through (n) redesignated as (m) through (o); new (l) added,37302,54,1989,Addition
225.2,225.2,225,2,NA,(q) added; interim,56407,61,1996,Addition
225.2,225.2,225,2,NA,(r)(2) and (s) revised; interim,3791,65,2000,Modification
225.200,225.200,225,200,NA,(b)(4)(i) revised,14804,63,1998,Modification
225.200,225.200,225,200,NA,Undesignated center heading and section added,45306,62,1997,Addition
225.21—225.28 (Subpart C),225.21—225.28 (Subpart C),225,21—225,NA,Revised,9329,62,1997,Modification
225.23,225.23,225,23,NA,(f)(2) introductory text republished; (f)(2)(i) revised,28779,57,1992,Modification
225.23,225.23,225,23,NA,Revised; interim,54808,59,1994,Modification
225.24,225.24,225,24,NA,(a)(3) removed,14438,65,2000,Deletion
225.24,225.24,225,24,NA,(d)(2) revised; (d)(3) and (4) redesignated as (d)(4) and (5); new (d)(3) added,60640,62,1997,Addition
225.24,225.24,225,24,NA,Revised; interim,54805,59,1994,Modification
225.25,225.25,225,25,NA,(b)(1) revised,60640,62,1997,Modification
225.25,225.25,225,25,NA,(b)(13) revised; (b)(19) through (24) added,40000,51,1986,Addition
225.25,225.25,225,25,NA,(b)(8) revised,36211,51,1986,Modification
225.25,225.25,225,25,NA,(b)(9) added,37301,54,1989,Addition
225.25,225.25,225,25,NA,(b)(9) removed; (b)(10) and (11) footnotes 8 through 10 redesignated as 12 through 14,36212,51,1986,Deletion
